21.11, 16.97, 102.75, 1.82, 5.71, 0.23
19.46, 16.83, 101.87, 1.85, 5.53, 0.22
20.96, 16.33, 101.23, 2.12, 6.12, 0.23
15.08, 17.15, 102.12, 1.72, 5.56, 0.26
20.47, 17.28, 103.18, 2.10, 6.28, 0.22
20.57, 17.45, 101.60, 1.79, 6.39, 0.22
20.14, 17.51, 101.87, 1.75, 5.93, 0.29
14.94, 18.02, 102.06, 1.74, 6.48, 0.25
15.36, 18.11, 102.25, 2.29, 5.62, 0.27
22.42, 16.24, 102.71, 2.18, 5.84, 0.22
21.07, 16.53, 102.00, 2.05, 5.71, 0.22
21.41, 16.87, 101.74, 2.06, 6.07, 0.23
16.44, 17.30, 102.30, 2.33, 7.23, 0.25
15.49, 18.04, 102.68, 1.84, 5.69, 0.25
15.32, 17.67, 104.26, 2.25, 6.08, 0.22
15.14, 17.65, 103.91, 1.81, 5.71, 0.22
16.38, 17.20, 102.08, 1.77, 5.79, 0.22
21.69, 16.46, 103.24, 1.95, 5.78, 0.28
14.82, 17.28, 102.13, 2.33, 5.80, 0.29
17.52, 17.22, 104.53, 2.31, 5.82, 0.22
21.81, 18.44, 102.69, 1.79, 6.50, 0.22
21.09, 16.44, 103.19, 2.02, 6.57, 0.23
20.69, 16.82, 102.74, 2.07, 5.52, 0.22
22.24, 16.84, 102.96, 2.32, 5.58, 0.23
20.05, 17.82, 100.80, 1.80, 5.52, 0.23
22.74, 16.80, 100.79, 1.80, 5.59, 0.22
20.48, 16.94, 102.13, 1.75, 5.84, 0.29
19.80, 16.90, 103.23, 2.02, 5.99, 0.28
15.42, 17.63, 104.00, 2.38, 5.56, 0.22
18.94, 16.56, 103.09, 2.12, 5.45, 0.22
21.62, 17.19, 104.27, 1.89, 5.50, 0.29
16.78, 17.76, 103.35, 2.08, 6.37, 0.36
16.92, 18.82, 103.17, 2.37, 5.86, 0.22
20.77, 16.67, 105.27, 2.36, 5.74, 0.30
23.11, 16.47, 102.86, 2.32, 6.63, 0.24
19.65, 17.86, 104.41, 1.90, 6.30, 0.23
20.57, 16.96, 103.26, 2.28, 5.52, 0.22
23.35, 16.47, 101.64, 1.92, 5.54, 0.22
22.62, 16.44, 102.86, 1.81, 5.55, 0.22
21.55, 16.75, 102.04, 1.82, 5.61, 0.39
21.64, 16.75, 102.63, 1.75, 5.56, 0.23
21.96, 17.14, 101.82, 2.49, 6.11, 0.22
20.84, 17.17, 102.51, 2.14, 5.92, 0.25
20.39, 17.72, 101.70, 1.94, 6.32, 0.29
19.01, 17.78, 101.11, 1.78, 5.64, 0.22
20.28, 16.97, 104.49, 2.14, 5.60, 0.22
21.43, 16.58, 105.28, 1.99, 5.58, 0.22
21.84, 17.16, 100.97, 1.79, 5.77, 0.23
20.17, 17.70, 102.93, 1.76, 5.41, 0.22
